PPN	Signatur_PPN	Objekttitel	Reihentiteltitel	"Sprachen"	Objektbeschreibung	Umfang	Weitere Nummer (Typ Signatur)	Weitere Nummer (Signatur)	Weitere Nummer (Typ Verlagsnr.)	Weitere Nummer (Verlagsnr.)	Weitere Nummer (Typ UPC)	Weitere Nummer (UPC)	Weitere Nummer (Typ Matrix)	Weitere Nummer (Matrix)	Datum	"Ort"	Label	"Schlagwörter"	Teilsammlung (AMA)	Weitere Informationen	Merkmale	Interpret	Ereignis	"GND-URL"	"GND-Name"	"Rolle"	"Name"	"Bemerkung"	
35150589X	R 1248 35150589X	Helena / Bopol		"und"	Enth.: Helena. Oh! Motema	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1248	Verlags-Bestellnummer	Syllart 8310					1984	"Dakar"	Syllart Prod.	"Musik,Kongo,Populäre Musik"	55.482			Interpr.: Bopol	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/135819202"	"Mansiamina, Bopol"	"Interpretation (durch)"	"Mansiamina, Bopol"	"1949-"	
351508570	R 1249 351508570	Ça c'est quoi? / Bopol Mansiamina		"und"	Enth.: Ça c'est quoi? Mukarame. Makwandungu. Patience. Maizo	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1249	Verlags-Bestellnummer	CEL 6749					1985	"St. Ouen"	B.M. Tia/Celluloid	"Musik,Kongo,Populäre Musik"	55.488			Interpr.: Bopol Mansiamina	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/135819202"	"Mansiamina, Bopol"	"Interpretation (durch)"	"Mansiamina, Bopol"	"1949-"	
351509801	R 1250 351509801	Serrez ceinture / Bopol Mansiamina		"und"	Enth.: Serrez ceinture. Moi pas confiance. Houle, muke kuela ngue. Cousin cousine. Motema mo vire	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1250	Verlags-Bestellnummer	8729					1986	"Dakar"	Syllart Records	"Musik,Kongo,Populäre Musik"	55.490			Interpr.: Bopol Mansiamina	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/135819202"	"Mansiamina, Bopol"	"Interpretation (durch)"	"Mansiamina, Bopol"	"1949-"	
351514767	R 1251 351514767	Alanga Nzembo / Rachid King et les Imbattables		"und"	Enth.: Alanga-Nzembo (1er). Mawazo-Mwarabu. Lukige (1er). La vie mot difficile. Esprit de Salongo. Mwanamuke hana siri. Alanga-Nzembo (2e)	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1251	Verlags-Bestellnummer	SAF 50.017					1976	"S.l."	Sonafric (Sonodisc)	"Musik,Kongo,Populäre Musik"	54.900	Abweichende Titelfolge auf LP-Cover		Interpr.: Rachid King (Rachid Kitenge)	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1063686660,http://d-nb.info/gnd/106368692X"	"Rachid King,Imbattables"	"Interpretation (durch),Interpretation (durch)"	"Rachid King,Imbattables"	"1947-,"	
351516166	R 1252 351516166	African Gang / Jerry Malekani		"und"	Enth.: Zebola. Le kaneton. Mondule. Albertina	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1252	Verlags-Bestellnummer	SMP 0011					1985	"S.l."	SMP Records	"Musik,Kongo,Populäre Musik"	54.902			Interpr.: Jerry Malekani	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1063687470"	"Malekani, Jerry"	"Interpretation (durch)"	"Malekani, Jerry"	""	
351517588	R 1253 351517588	Losako / Jerry Malekani		"und"	Enth.: Losako. Zamba. Sango. Soukouss. Pygmées. Nalinski	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1253	Verlags-Bestellnummer	82445-1					1985	"S.l."	Bleu Carai͏̈bes (Mélodie Distr.)	"Musik,Kongo,Populäre Musik"	2014/-			Interpr.: Jerry Malekani	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1063687470"	"Malekani, Jerry"	"Interpretation (durch)"	"Malekani, Jerry"	""	
351610855	R 1254 351610855	4e dimension / Roy Langa		"und"	Enth.: Sourire suami. Langa limbisa ngai. Ebe-Lolendo. Ariana	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1254	Verlags-Bestellnummer	1354					1986	""		"Musik,Kongo,Populäre Musik"	55.477			Interpr.: Roy Langa	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1063749794"	"Langa, Roy"	"Interpretation (durch)"	"Langa, Roy"	""	
351611703	R 1255 351611703	Mokili - mpona bato / The New Sunrise Group from Zai͏̈re		"und"	Enth.: Mokili - mpona bato. United Nation of the world. Diasinta my sweet love. Appeal Africa mwito Africa. Mama Africa	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1255	Verlags-Bestellnummer	ESC 420					1982	"S.l."	L'Escargot	"Musik,Kongo,Populäre Musik"	55.462			Interpr.: The New Sunrise Group	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1063750474"	"New Sunrise Group"	"Interpretation (durch)"	"New Sunrise Group"	""	
35161222X	R 1256 35161222X	Europa 88 / Anti Choc		"und"	Enth.: Adieu l'ami. Matengami. Emilie Zonga. La chèvre de M. Seguin. Canon ya Mofudé. Lipassa ya Clesh	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1256	Verlags-Bestellnummer	ANC 1188, AD24					1988	"S.l."	Scorpion Prod.-Éd. Aswe Records	"Musik,Kongo,Populäre Musik"	70.596			Interpr.: Orch. Anti Choc	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/102221957X"	"Anti Choc (Musikgruppe)"	"Interpretation (durch)"	"Anti Choc"	""	
351615121	R 1257 351615121	Mokitani ya wendo / Rochereau, Kalé, Ndombe Pepe et l'orchestre African Fiesta National		"und"	Enth.:  Mokitani ya wendo. Christine. Mua metela wa tshikuluka. Nakoli kotoka yo te ! Papa. Marie Clara. Hortense. Song + song = songi songi. Longo	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1257	Verlags-Bestellnummer	SAF 50.002					1985	"Paris"	Sonafric (Sonodisc)	"Musik,Kongo,Populäre Musik"	57.013			Interpr.: Rochereau Tabu Ley. Grand Kalé. Pepe Ndombe. African Fiesta National	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134782542,http://d-nb.info/gnd/135431611,http://d-nb.info/gnd/1034187279,http://d-nb.info/gnd/3058909-5"	"Ley, Tabu,Kabasele, Joseph,Ndombe, Pepe,African Fiesta"	"Interpretation (durch),Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft,Interpretation (durch)"	"Ley, Tabu,Kabasele, Joseph,Ndombe, Pepe,African Fiesta"	"1940-2013,1930-1983,1944-2012,"	
351845550	R 1258 351845550	Franco et l'O.K. Jazz / Franco et l'Orchestre O.K. Jazz	Merveilles du Passé	"lin"	Enth.: Oye, oye, oye. Tomesani zonga Coco. Tokeyi kobinga calypso. Kenge okeyi elaka te. Nakolela Mama Azonga. Aya La'Mode. Bana Ages. Oh Katharina! Noboyi libala bambando. Nako bala oyo motema alingi	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1258	Verlags-Bestellnummer	African 360.144			Matrix-Nummer	Matrix-Nr.: 360144 A AM;360144 B AM	1984	"Paris"	Sonodisc (African)	"Musik,Kongo,Lingala,Populäre Musik"	156.566	Matrix-Nr.: 360144 A AM;360144 B AM		Interpr.: Orchestre O.K. Jazz. Franco	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034498649,http://d-nb.info/gnd/3015656-7"	"Franco, Musiker,Tout-Puissant OK Jazz"	"Interpretation (durch),Interpretation (durch)"	"Franco <Musiker>,Tout-Puissant OK Jazz"	"1938-1989,"	
351846948	R 1260 351846948	Omona wapi / Franco and Rochereau		"lin"	Enth.: Ngungi. Lisanga ya ba Nganga. Omona wapi. Kabassele in memoriam	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1260	Verlags-Bestellnummer	Shanachie 43024					1984	"Ho-Ho-Kus, N.J."	Shanachie Records	"Musik,Kongo,Populäre Musik"	2000/323	Andere Titelreihenfolge auf Plattencover		Interpr.: Franco Makiadi. Tabu Ley Rochereau	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034498649,http://d-nb.info/gnd/134782542"	"Franco, Musiker,Ley, Tabu"	"Interpretation (durch),Beteiligte Person/Körperschaft"	"Franco <Musiker>,Ley, Tabu"	"1938-1989,1940-2013"	
351848401	R 1261 351848401	Nouvelle formule / Tiers Monde Coopération. Empompo Loway ; Sam Mangwana ; Ndombe Opetum		"und"	Enth.: Bowao. Tiers Monde. Omesongo. Ngui-Ngon	1 Schallpl. ; 33 UpM, Stereo ; 30 cm	Signatur	R 1261	Verlags-Bestellnummer	IAD/S 003			Matrix-Nummer	Matrix-Nr.: IAD/S 003 A;IAD/S 003 B	1983	"Brazzaville"	Industrie Africaine du Disque	"Musik,Kongo,Populäre Musik"	55.196	Matrix-Nr.: IAD/S 003 A;IAD/S 003 B		Interpr.: Tiers Monde Coopération. Empompo Loway. Sam Mangwana. Ndombe Opetum	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1063913926,http://d-nb.info/gnd/13511263X,http://d-nb.info/gnd/1034187279,http://d-nb.info/gnd/1063914272"	"Loway, Empompo,Mangwana, Sam,Ndombe, Pepe,Tiers Monde Coopération"	"Interpretation (durch),Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft,Interpretation (durch)"	"Loway, Empompo,Mangwana, Sam,Ndombe, Pepe,Tiers Monde Coopération"	"1947-1990,1945-,1944-2012,"	
354402684	R 1389 354402684	Donkale / John Boxingo et le Groupe Loketo		"und"	Enth.: Donkale. Djany Jenefer. Faux marabout. Jonchet Valérie. Mhedha	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1389	Verlags-Bestellnummer	WJ 47601					1989	""		"Musik,Kongo,Kamerun,Populäre Musik"	2015/-			Interpr.: John Boxingo. Loketo	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1066259674,http://d-nb.info/gnd/3059198-3"	"Boxingo, John,Loketo"	"Interpretation (durch),Interpretation (durch)"	"Boxingo, John,Loketo"	","	
356167941	R 1604 356167941	Banganga ya Moyindo / Ngwashi N'Timbo		"und"	Enth.: Banganga ya Moyindo. Lembi. Zala sérieuse. Pneu reserve. Moto ya train	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1604	Verlags-Bestellnummer	MUS 002/FP					1985	"Bruxelles"	Disques Musicanova	"Musik,Kongo,Populäre Musik"	1999/445			Interpr.: Ngwashi N'Timbo	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1067978461"	"Ngwashi N'Timbo"	"Interpretation (durch)"	"Ngwashi N'Timbo"	""	
358513693	CD 1078 358513693	Zap Mama / Zap Mama		"und"	Enth.: Mupepe. Ndje mukanie. Abadou. Marie Josée. Etupe. Nabombeli yo. Take me Coco. Son cubano. Guzophela. Plekete. Bottom. I ne suhe. Mizike. Babanzele. Din din	1 CD (:) ; digital, Stereo ; 12 cm ; 1 Booklet	Signatur	CD 1078	Verlags-Bestellnummer	CRAW 3 CD	Produkt-Nummer	5410377203020			1991	"Brussels"	Cram World/Crammed Discs	"Musik,Kongo,Belgien,Populäre Musik"	2015/Ge				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134979338,http://d-nb.info/gnd/3027221-X"	"Daulne, Marie,Zap Mama"	"Komposition (von),Interpretation (durch)"	"Daulne, Marie,Zap Mama"	","	
358852803	R 1778 358852803	I love you bolingo / Déesse Mukangi	Éds. Route Noire	"und"	Enth.: J'ai mal au cœur. I love you bolingo. Maman chérie. Remix Banbamda. Folklore Mbala. Aretha	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1778	Verlags-Bestellnummer	JIP 051					1990	"Paris"	J.I.P. (Jimmy Houetinou)	"Musik,Kongo,Populäre Musik"	1996/843			Interpr.: Déesse Mukangi	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1070828408"	"Mukangi, Déesse"	"Interpretation (durch)"	"Mukangi, Déesse"	""	
358866030	R 1779 358866030	Zabolo / Empire Bakuba de Pepe Kallé, Dilu Dilumona et Papy Tex	Éds. Veve International	"und"	Enth.: Zabolo. Kay-Tshim. Souvenir Mpoli. Dianzenza	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1779	Verlags-Bestellnummer	EVVI 15 D					1985	"Kinshasa"	EVVI Zaire	"Musik,Kongo,Populäre Musik"	1996/842			Interpr.: Empire Bakuba [mit Pepe Kallé (Y.J. Kabasele). Dilu Dilumona. Papy Tex]	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/138677433,http://d-nb.info/gnd/1070874078,http://d-nb.info/gnd/1070873705,http://d-nb.info/gnd/3029979-2"	"Pépé Kallé,Dilumona, Dilu,Papy Tex,Empire Bakuba"	"Interpretation (durch),Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft,Interpretation (durch)"	"Pépé Kallé,Dilumona, Dilu,Papy Tex,Empire Bakuba"	"1951-1998,1948-,1952-,"	
358867959	R 1780 358867959	Africa mon pays / Casino Kazingo		"und"	Enth.: Africa mon pays. Julietta. Bon Dieu protège moi. Carolina	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1780	Verlags-Bestellnummer	3A 123					1980	"S.l."	3A Prod.	"Musik,Kongo [?],Populäre Musik"	1996/841			Interpr.: Casino Kazingo (Casimir M'bilia)	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1070876070"	"M'bilia, Casimir"	"Interpretation (durch)"	"M'bilia, Casimir"	""	
35889400X	R 1781 35889400X	... sentiment esimbi ye ... / Bilenge-Sakana		"und"	Enth.: Mangale. Bolingo Atepou. Elodi. Chibalandou	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1781	Verlags-Bestellnummer	1402					1982	"Brazzaville"	Deyget Bertrand	"Musik,Kongo,Populäre Musik"	1996/840			Interpr.: Bilenge-Sakana	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1070919764"	"Bilenge-Sakana"	"Interpretation (durch)"	"Bilenge-Sakana"	""	
358910226	R 1787 358910226	Sous le ciel des tropiques / Tadi Zeze		"und"	Enth.: Soleil des îles. Ambiance à Bamako. Matanga I. Évadés swing. Retour aux sources. Matanga II	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1787	Verlags-Bestellnummer	TDZ 113					1990	"S.l."	Tadi Zeze Prod.	"Musik,Kongo,Populäre Musik"	1996/834			Interpr.: Tadi Zeze	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1035833271"	"Tadi-Zézé, Musiker"	"Interpretation (durch)"	"Tadi-Zézé <Musiker>"	""	
358912016	R 1788 358912016	L'embarras du choix / Zitany Neil		"und"	Enth.: Africa sport. Maladie des quatre coins. Asec Mimosas D.J. Asec Mimosas. Tapale. Doudou en moin	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1788	Verlags-Bestellnummer	KL 044					1990	"S.l."	Eds. Kaluila	"Musik,Kongo,Populäre Musik"	1996/833			Interpr.: Neil Zitany	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1059560828"	"Zitany, Neil"	"Interpretation (durch)"	"Zitany, Neil"	""	
359104827	R 1789 359104827	Cheri Popo / Yaya M'buta Mashakado		"und"	Enth.: Tombongisa l'avenir. Makambo ya mikolo yo. Cheri Popo. Mavita	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1789	Verlags-Bestellnummer	R.M. 005					1985	"S.l."	Rosi-Music Prod.	"Musik,Kongo,Populäre Musik"	1996/832			Interpr.: Yaya M'buta Mashakado	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034406833"	"Yaya M'buta Mashakado"	"Interpretation (durch)"	"Yaya M'buta Mashakado"	"19XX-2011"	
359109217	R 1790 359109217	Tia tibi tia yala / Orchestre Le Peuple		"und"	Enth.: Bibla. Massa. Zunia amie espoir. Boni Medos	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1790	Verlags-Bestellnummer	NM 58002					1981	"Brazzaville"	Prod. Musicale Le Peuple	"Musik,Kongo,Populäre Musik"	1996/861				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1071004948"	"Orchestre Le Peuple"	"Interpretation (durch)"	"Orchestre Le Peuple"	""	
359133312	R 1794 359133312	Chacun pour soi / Shimita El Diego. Accomp. par Soukous-Stars		"und"	Enth.: Olele. No problem. Riyana. No violence. L'âme sœur. Cœur blessé. Thia. Fhaïdara	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1794	Verlags-Bestellnummer	LPS 6839					1995	"Paris"	Sonodisc	"Musik,Kongo,Populäre Musik"	1996/857			Interpr.: Shimita. Soukous-Stars	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034544608,http://d-nb.info/gnd/10363034-X"	"Shimita,Soukous Stars"	"Interpretation (durch),Interpretation (durch)"	"Shimita,Soukous Stars"	"[1956]-,"	
359135765	R 1795 359135765	Meca-Meca style à la mode / Orchestre à l'accompagnero de Bakolota-Band		"und"	Enth.: Meca-Meca Tobina. Cadance ya sika. My baby. Kumana Obe. Sentiment et baiser. Carnaval de Rio	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1795	Verlags-Bestellnummer	Bakolota 2					1985	"Kinshasa"	E.BA.DIS	"Musik,Kongo,Populäre Musik"	1996/856	Abweichende Songreihenfolge auf LP-Cover		Interpr.: Bakolota Lontongo. Bakolota-Band	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1071070703,http://d-nb.info/gnd/1071071017"	"Bakolota,Bakolota Band"	"Interpretation (durch),Interpretation (durch)"	"Bakolota,Bakolota Band"	","	
35914635X	R 1799 35914635X	Dansez Othulé / Zai͏̈ko Langa-Langa		"und"	Enth.: Omami (Omani). Dansez Othulé. Merlina. Okaramé. Amour Dussat	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1799	Verlags-Bestellnummer	CBC 16					1994	"Paris"	Éds. A.P.L.	"Musik,Kongo,Populäre Musik"	1996/851			Interpr.: Zai͏̈ko Langa-Langa	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3059219-7"	"Zaïko Langa Langa (Musikgruppe)"	"Interpretation (durch)"	"Zaïko Langa Langa"	""	
359154654	R 1801 359154654	Malata / Lutchiana Mobulu. Accomp. par Empire Bakuba		"und"	Enth.: Malata. Wapi bango. Eki. Cyclone Hugo (dédiée au Guadeloupéens)	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1801	Verlags-Bestellnummer	JJT 014					1985	"S.l.,Paris"	Jacky Toto Prod., Afric'Music	"Musik,Kongo,Populäre Musik"	1996/849			Interpr.: Lutchiana Mobulu. Empire Bakuba	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1071093797,http://d-nb.info/gnd/3029979-2"	"Lutchiana Mobulu,Empire Bakuba"	"Interpretation (durch),Interpretation (durch)"	"Lutchiana Mobulu,Empire Bakuba"	","	
35915543X	R 1802 35915543X	Médecin de nuit - Saad / Josky Kiambukuta ; Ntesa Dalienst	Eds. Mali Mak	"und"	Enth.: Médecin de nuit. Ballon d'or. Saad. Kozanga... pasi eh	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1802	Verlags-Bestellnummer	MM 001					1985	"Kinshasa"	Air Zai͏̈re	"Musik,Kongo,Populäre Musik"	1996/795			Interpr.: Josky Kiambukuta. Ntesa Dalienst	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1036118002,http://d-nb.info/gnd/105474016X"	"Josky,Dalienst, Ntesa"	"Interpretation (durch),Beteiligte Person/Körperschaft"	"Josky,Dalienst, Ntesa"	"1949-2021,1946-"	
359155782	R 1803 359155782	Dieu voit tout / Fafa de Molokai͏̈ ; Olomidé		"und"	Enth.: Dieu voit tout. A do mbengani. Parents responsables. Youla Bols	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1803	Verlags-Bestellnummer	AD.M 1341					1985	"Paris"	Sonodisc	"Musik,Kongo,Populäre Musik"	1996/794			Interpr.: Fafa de Molokai͏̈. Koffi Olomidé	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1023168456,http://d-nb.info/gnd/1052901964"	"Olomidé, Koffi,Molokaï, Fafa de"	"Interpretation (durch),Beteiligte Person/Körperschaft"	"Olomidé, Koffi,de Molokaï, Fafa"	"1956-,1957-2020"	
359159818	R 1806 359159818	Malembe / Lady Isa		"und"	Enth.: Tango ekoki. Dunia. Mboka mosika. Malembe. Djambo	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1806	Verlags-Bestellnummer	LS 301, SD 16					1985	"S.l."	Prod. Lady Isa	"Musik,Kongo,Populäre Musik"	1996/828			Interpr.: Lady Isa [Isabelle Kozonga]	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1060872072"	"Lady Isa"	"Interpretation (durch)"	"Lady Isa"	""	
359160883	R 1807 359160883	Tshebo / Canon du Zai͏̈re		"und"	Enth.: Tshebo. Kady. Bolingo ya sérieux. Aziza mon amour	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1807	Verlags-Bestellnummer	ZIKA 004					1981	"Kinshasa"	L'International Don-Dass	"Musik,Kongo,Populäre Musik"	1996/827			Interpr.: Orch. Canon du Zai͏̈re	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1036118002,http://d-nb.info/gnd/107115026X"	"Josky,Canon du Zaïre"	"Komposition (von),Interpretation (durch)"	"Josky,Canon du Zaïre"	"1949-2021,"	
359167209	R 1808 359167209	Doné Bis / Evoloko Jocker et Langa-Langa-Stars		"und"	Enth.: Doné Bis. Alika. Emotion Sika. Souvenir	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1808	Verlags-Bestellnummer	EVVI 71					1986	"Nieuwrode"	Veve International	"Musik,Kongo,Populäre Musik"	1996/826			Interpr.: Evoloko Jocker. Langa-Langa Stars	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034185659,http://d-nb.info/gnd/10186292-1"	"Evoloko Jocker,Langa Langa Stars"	"Interpretation (durch),Interpretation (durch)"	"Evoloko Jocker,Langa Langa Stars"	"1954-,"	
359167802	R 1809 359167802	Iza Issa / Ntesa Dalienst		"und"	Enth.: Iza Issa. Rappelles-toi. Serment. Bongo Kabisa	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1809	Verlags-Bestellnummer	REM 430					1985	"Paris"	Rythmes et Musique	"Musik,Kongo,Populäre Musik"	1996/845			Interpr.: Ntesa Dalienst	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/105474016X"	"Dalienst, Ntesa"	"Interpretation (durch)"	"Dalienst, Ntesa"	"1946-"	
359168345	R 1810 359168345	Hymne-Bayaka / Le Grand Zaiko		"und"	Enth.: Hymne-Bayaka. Elili. Toli ya Moi͏̈se. Ba soucis. Marina. Afi. Nzimbu l'argent. Mari capable	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 1810	Verlags-Bestellnummer	LPS 8803					1994	"Paris"	Sonodisc	"Musik,Kongo,Populäre Musik"	1996/844			Interpr.: Orch. Le Grand Zaiko	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034115146"	"Grand Zaiko Wawa (Musikgruppe)"	"Interpretation (durch)"	"Grand Zaiko Wawa"	""	
35917292X	R 1811 35917292X	La renaissance de l'international orchestre populaire / SBB Les Supers Boboto du Congo		"und"	Enth.: Ngai Malole. Dany keba. Batey batota. Nasanzi bolingo	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1811	Verlags-Bestellnummer	NIO LP 001					1981	"S.l."	Eds. Nionka	"Musik,Kongo,Populäre Musik"	1996/804			Interpr.: Supers Boboto du Congo (S.B.B.)	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3073016-8"	"Orchestre Super-Boboto (Musikgruppe)"	"Interpretation (durch)"	"Orchestre Super-Boboto"	""	
35918880X	R 1812 35918880X	Ngounda / Koffi Olomide et son ensemble		"und"	Enth.: Ngounda. Motsio. Farousci. Mamie-La-Fee	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1812	Verlags-Bestellnummer	Tchika 001					1985	"Bruxelles"	Safari Music	"Musik,Kongo,Populäre Musik"	1996/799				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1023168456"	"Olomidé, Koffi"	"Interpretation (durch)"	"Olomidé, Koffi"	"1956-"	
359189202	R 1813 359189202	Iko mbele - iko nyuma / Koffi Olomide		"und"	Enth.: Bokilo-tosuki-wapi? Kifyoooto	1 Schallpl. ; 45 UpM, stereo ; 30 cm	Signatur	R 1813	Verlags-Bestellnummer	Tchika 013/85					1985	"Bruxelles,Kinshasa"	Tchika Prod.	"Musik,Kongo,Populäre Musik"	1996/798				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1023168456"	"Olomidé, Koffi"	"Interpretation (durch)"	"Olomidé, Koffi"	"1956-"	
359192661	R 1814 359192661	Ngobila / Olomide		"und"	Enth.: Ngobila. Ouragan. Apostolu ya bolingo. Djema top-model	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1814	Verlags-Bestellnummer	AR 0995					1985	"Paris"	Afro-Rythmes	"Musik,Kongo,Populäre Musik"	1996/802			Interpr.: Koffi Olomide	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1023168456"	"Olomidé, Koffi"	"Interpretation (durch)"	"Olomidé, Koffi"	"1956-"	
359197094	R 1815 359197094	Loin des yeux / Pépé Kallé		"und"	Enth.: Loin des yeux. Simplicité. Coco - Nabeteli. Dieu seul sait. Amour, vie dure. Ambiance sebene	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 1815	Verlags-Bestellnummer	FDB 100035 FDB 01					1993	"Paris"	Flash Diffusion Business	"Musik,Kongo,Populäre Musik"	1996/803		MC-Ausgaben siehe Signatur TK 331 und TK 338		Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/138677433"	"Pépé Kallé"	"Beteiligte Person/Körperschaft"	"Pépé Kallé"	"1951-1998"	
359197604	R 1816 359197604	Vivre avec toi / M'Pongo Love		"und"	Enth.: Vivre avec toi. Indifférence ya bato. Une seule femme (version discothèque). Une seul femme. Oiseau du paradis	1 Schallplatte ; 33 UpM ; 30 cm	Signatur	R 1816	Verlags-Bestellnummer	NK 5113					1985	"Erscheinungsort nicht ermittelbar"	New King Prod.	"Musik,Kongo,Populäre Musik"	1996/797			Interpr.: M'Pongo Love	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1022389939"	"Love, M'Pongo"	"Interpretation (durch)"	"Love, M'Pongo"	"1956-1990"	
